Product_Name,Material,Category,Region,Size(cm),Weight(g),Description_Keywords,Price(INR),Image_URL
Paper Mache Box,Copper,Decor,Chhattisgarh,86x92x40,2283,"handcrafted, sustainable, woven",13737,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Terracotta Jewellery,Quartz,Festive Item,Chhattisgarh,19x86x16,3233,"hand-painted, embroidery, heritage craft",5470,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Kalamkari Saree,Marble,Jewellery,Punjab,40x40x37,300,"sustainable, lacquered, handcrafted",349,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Copper Bottle,Pashmina Wool,Home Decor,Delhi,29x17x49,1065,"tribal, vibrant, minimal design",12018,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Bottle
Stone Carved Ganesha,Clay,Bags,Maharashtra,74x35x8,4615,"durable, eco-friendly, sustainable",6573,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Terracotta Pot,Marble,Home Decor,Uttar Pradesh,66x23x54,1366,"durable, natural dyes, cultural",1748,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Clay Diya Set,Stone,Spiritual Item,Gujarat,26x84x53,2475,"durable, handcrafted, artisan made",14722,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Kolhapuri Chappal,Wool,Decor,Bihar,32x74x57,1395,"artisan made, lacquered, traditional",4255,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Handwoven Carpet,Cotton Rope,Stationery,Kerala,92x25x46,671,"eco-friendly, durable, artisan made",301,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
Dhokra Figurine,Silk,Clothing,West Bengal,13x33x46,2240,"tribal, eco-friendly, heritage craft",558,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Copper Bottle,Quartz,Furniture Miniature,Uttar Pradesh,68x74x16,125,"tribal, eco-friendly, sustainable",6630,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Bottle
Kantha Stitch Saree,Handmade Paper,Home Decor,Karnataka,24x99x34,1012,"sustainable, premium, classic finish",1162,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Dhokra Figurine,Clay,Accessories,Delhi,11x65x60,2438,"cultural, eco-friendly, sustainable",9424,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Terracotta Pot,Quartz,Festive Item,Chhattisgarh,55x66x39,4560,"lacquered, minimal design, hand-painted",11925,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Hand-painted Kettle,Bamboo,Kitchenware,Gujarat,89x27x27,457,"minimal design, traditional, natural dyes",8034,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Clay Water Bottle,Stone,Spiritual Item,Delhi,24x19x14,3524,"hand-painted, artisan made, handcrafted",14091,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Woolen Muffler,Canvas,Furniture Miniature,Punjab,100x40x10,3548,"handcrafted, cultural, sustainable",13886,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Muffler
Channapatna Toy,Cotton Rope,Accessories,Bihar,18x56x60,3880,"boho style, unique design, handcrafted",3171,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Zari Work Blouse,Cotton Rope,Furniture Miniature,Gujarat,17x10x22,1527,"classic finish, unique design, natural dyes",12311,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Zari Work Blouse,Organic Cotton,Bags,Kerala,96x36x7,1134,"traditional, artisan made, minimal design",6708,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Terracotta Pot,Brass,Furniture Miniature,Uttar Pradesh,92x43x38,3052,"artisan made, heritage craft, traditional",7001,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Kolhapuri Chappal,Leather,Home Decor,Kashmir,11x58x58,3013,"cultural, eco-friendly, natural dyes",8460,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Sheesham Wood Bowl,Paper Mache,Accessories,Punjab,72x14x28,3657,"minimal design, embroidery, cultural",11649,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Sheesham+Wood+Bowl
Kantha Stitch Saree,Cane,Spiritual Item,Chhattisgarh,33x87x37,124,"traditional, embroidery, artisan made",11144,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Handwoven Basket,Jute,Wall Art,Uttar Pradesh,74x27x46,3415,"boho style, premium, hand-painted",395,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Wooden Keychain,Jute,Spiritual Item,Kashmir,79x19x45,4276,"artisan made, durable, embroidery",3239,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Clay Diya Set,Quartz,Kitchenware,West Bengal,17x58x34,2151,"minimal design, hand-painted, durable",7174,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Handwoven Basket,Stone,Accessories,Maharashtra,18x73x20,4388,"woven, cultural, embroidery",1318,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Blue Pottery Plate,Handmade Paper,Decor,Assam,77x96x18,4476,"woven, premium, classic finish",12198,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Woolen Muffler,Handmade Paper,Footwear,Goa,33x61x6,172,"hand-painted, woven, artisan made",13167,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Muffler
Handwoven Basket,Silk,Footwear,Uttar Pradesh,25x47x9,4902,"cultural, classic finish, durable",254,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Handwoven Carpet,Bamboo,Wall Art,Bihar,78x40x14,705,"minimal design, tribal, natural dyes",7594,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
Wooden Keychain,Quartz,Festive Item,Tamil Nadu,12x27x13,2777,"classic finish, unique design, artisan made",1565,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Brass Idol,Brass,Accessories,Chhattisgarh,10x49x30,536,"vibrant, boho style, durable",1297,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Idol
Handmade Diary,Marble,Spiritual Item,West Bengal,22x79x12,1947,"natural dyes, lacquered, eco-friendly",5664,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Handmade Diary,Jute,Jewellery,Goa,87x53x11,592,"vibrant, unique design, premium",12853,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Marble Coaster Set,Silk,Kids Toy,Odisha,58x45x40,3209,"handcrafted, classic finish, heritage craft",13091,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Marble+Coaster+Set
Dhokra Figurine,Cotton Rope,Festive Item,Bihar,84x33x54,3351,"cultural, lacquered, vibrant",10894,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Brass Idol,Clay,Decor,Odisha,33x45x38,351,"handcrafted, boho style, unique design",2959,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Idol
Handloom Scarf,Copper,Festive Item,Kashmir,48x69x18,589,"handcrafted, premium, sustainable",9975,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Scarf
Dhokra Figurine,Canvas,Kitchenware,Haryana,30x73x20,3021,"durable, heritage craft, premium",3667,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Zari Work Blouse,Copper,Spiritual Item,Punjab,48x14x60,2744,"eco-friendly, vibrant, woven",10619,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Kalamkari Saree,Wool,Jewellery,Kashmir,11x92x52,319,"minimal design, artisan made, lacquered",3853,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Terracotta Planter,Pashmina Wool,Decor,Tamil Nadu,58x52x51,1359,"lacquered, woven, natural dyes",4841,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Planter
Madhubani Painting,Handmade Paper,Bags,Assam,70x78x58,4024,"minimal design, hand-painted, sustainable",14156,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Bamboo Basket,Organic Cotton,Home Decor,Maharashtra,30x87x19,1488,"minimal design, durable, embroidery",5275,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Bamboo Pen Stand,Organic Cotton,Decor,Punjab,67x61x34,1786,"lacquered, vibrant, boho style",536,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Pen+Stand
Rattan Lamp,Handmade Paper,Clothing,West Bengal,81x22x23,4505,"minimal design, embroidery, handcrafted",2377,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Bamboo Basket,Jute,Clothing,Kashmir,10x98x17,1753,"eco-friendly, lacquered, unique design",9734,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Stone Carved Ganesha,Stone,Bags,Tamil Nadu,76x29x40,4186,"unique design, durable, lacquered",4183,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Warli Art Canvas,Paper Mache,Spiritual Item,Punjab,84x23x5,2590,"artisan made, eco-friendly, cultural",7207,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Terracotta Jewellery,Cotton Rope,Accessories,Assam,63x88x53,388,"woven, natural dyes, sustainable",2827,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Phulkari Dupatta,Organic Cotton,Festive Item,Kashmir,20x40x32,3732,"tribal, cultural, vibrant",10017,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Bamboo Basket,Handmade Paper,Footwear,Delhi,22x57x30,618,"artisan made, durable, cultural",12574,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Kantha Stitch Saree,Stone,Stationery,Maharashtra,89x36x52,4191,"sustainable, cultural, heritage craft",8399,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Warli Art Canvas,Pashmina Wool,Accessories,Madhya Pradesh,23x42x27,2532,"minimal design, natural dyes, vibrant",2862,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Terracotta Planter,Silk,Stationery,Bihar,55x90x50,2063,"embroidery, vibrant, tribal",8532,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Planter
Handcrafted Wind Chime,Wood,Wall Art,Goa,89x76x35,2300,"cultural, woven, natural dyes",6014,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Kantha Stitch Saree,Clay,Kitchenware,Odisha,68x28x35,1349,"tribal, sustainable, eco-friendly",6960,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Jute Table Mat,Copper,Clothing,Rajasthan,27x86x16,1881,"minimal design, cultural, traditional",14794,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Table+Mat
Wood Carved Elephant,Quartz,Bags,Odisha,37x80x56,3971,"hand-painted, artisan made, vibrant",9091,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wood+Carved+Elephant
Terracotta Jewellery,Bamboo,Accessories,Odisha,25x66x30,3528,"cultural, premium, tribal",12810,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Hand-painted Kettle,Bamboo,Kitchenware,Kashmir,40x37x42,3662,"hand-painted, embroidery, handcrafted",14763,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Handcrafted Wind Chime,Canvas,Kids Toy,Goa,58x85x9,1726,"boho style, minimal design, woven",799,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Blue Pottery Plate,Brass,Jewellery,Delhi,30x76x26,2580,"eco-friendly, cultural, durable",3186,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Zari Work Blouse,Stone,Decor,West Bengal,41x33x30,2421,"classic finish, artisan made, handcrafted",7027,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Palm Leaf Box,Wool,Kitchenware,Haryana,47x31x32,622,"heritage craft, minimal design, artisan made",9053,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Paper Mache Box,Palm Leaf,Wall Art,Delhi,49x78x42,3216,"artisan made, premium, embroidery",10172,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Handcrafted Wind Chime,Pashmina Wool,Kids Toy,Bihar,64x25x53,4214,"traditional, premium, embroidery",5345,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Phulkari Dupatta,Marble,Kids Toy,Madhya Pradesh,86x49x27,1057,"boho style, lacquered, tribal",8689,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Sheesham Wood Bowl,Copper,Decor,Rajasthan,39x98x54,3288,"eco-friendly, durable, classic finish",8159,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Sheesham+Wood+Bowl
Copper Bottle,Palm Leaf,Spiritual Item,Goa,33x41x27,3395,"lacquered, woven, artisan made",6907,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Bottle
Handmade Diary,Canvas,Festive Item,Madhya Pradesh,51x41x11,2584,"vibrant, premium, cultural",2376,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Bamboo Pen Stand,Organic Cotton,Festive Item,Maharashtra,91x26x15,2500,"cultural, artisan made, premium",7062,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Pen+Stand
Clay Diya Set,Jute,Furniture Miniature,Tamil Nadu,29x49x10,4875,"boho style, handcrafted, natural dyes",2320,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Kantha Stitch Saree,Handmade Paper,Furniture Miniature,Odisha,10x63x43,1065,"lacquered, durable, unique design",1392,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Wooden Spice Box,Wool,Kitchenware,Odisha,15x86x7,1012,"hand-painted, handcrafted, artisan made",6089,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Spice+Box
Handmade Diary,Copper,Accessories,Karnataka,23x78x32,2169,"minimal design, lacquered, vibrant",14135,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Jute Handbag,Bamboo,Spiritual Item,Chhattisgarh,76x88x33,2466,"boho style, natural dyes, woven",1032,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Marble Coaster Set,Cotton Rope,Kids Toy,Kashmir,63x89x39,2835,"embroidery, unique design, sustainable",3286,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Marble+Coaster+Set
Jute Table Mat,Clay,Wall Art,West Bengal,26x82x36,2281,"lacquered, durable, minimal design",10083,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Table+Mat
Wooden Keychain,Jute,Stationery,Goa,73x72x49,2221,"unique design, woven, embroidery",11803,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Handwoven Carpet,Quartz,Decor,Punjab,91x95x17,496,"durable, vibrant, unique design",11220,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
Macrame Wall Hanging,Bamboo,Festive Item,West Bengal,69x37x55,4649,"natural dyes, embroidery, minimal design",843,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Kantha Stitch Saree,Copper,Footwear,Madhya Pradesh,99x24x53,2285,"minimal design, sustainable, woven",2945,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Terracotta Jewellery,Brass,Furniture Miniature,Kerala,84x96x39,4641,"classic finish, cultural, hand-painted",9338,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Stone Carved Ganesha,Bamboo,Kitchenware,Assam,53x61x11,3713,"boho style, premium, cultural",10070,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Kolhapuri Chappal,Palm Leaf,Home Decor,Kashmir,25x89x53,2484,"unique design, artisan made, sustainable",9285,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Bandhani Dupatta,Wool,Accessories,Odisha,86x16x51,4211,"boho style, natural dyes, traditional",6449,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bandhani+Dupatta
Stone Carved Ganesha,Copper,Stationery,Kashmir,46x25x11,1957,"heritage craft, lacquered, unique design",13458,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Handmade Diary,Leather,Home Decor,Kashmir,10x70x37,1871,"natural dyes, cultural, boho style",3338,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Woolen Shawl,Quartz,Bags,Assam,74x16x24,1966,"cultural, unique design, boho style",4038,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Phulkari Dupatta,Canvas,Home Decor,Haryana,46x85x42,176,"classic finish, handcrafted, eco-friendly",336,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Wooden Keychain,Marble,Furniture Miniature,Chhattisgarh,15x64x50,2274,"woven, unique design, artisan made",11784,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Jute Table Mat,Brass,Decor,Rajasthan,51x14x38,2221,"sustainable, vibrant, handcrafted",2819,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Table+Mat
Terracotta Pot,Palm Leaf,Stationery,Kerala,13x12x13,4324,"lacquered, traditional, sustainable",11688,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Dhokra Figurine,Bamboo,Bags,Rajasthan,54x49x9,2061,"hand-painted, tribal, handcrafted",3553,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Banarasi Silk Saree,Canvas,Stationery,Odisha,46x20x36,3828,"cultural, heritage craft, premium",6863,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Banarasi Silk Saree,Quartz,Kitchenware,West Bengal,25x33x18,4835,"handcrafted, natural dyes, tribal",10273,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Dhokra Figurine,Stone,Jewellery,Rajasthan,99x79x15,2997,"woven, classic finish, minimal design",12972,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Handcrafted Wind Chime,Wood,Jewellery,Assam,67x97x49,394,"unique design, boho style, heritage craft",9688,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Warli Art Canvas,Copper,Kitchenware,Uttar Pradesh,67x71x27,1741,"unique design, traditional, premium",13788,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Handcrafted Wind Chime,Brass,Clothing,Gujarat,77x31x19,969,"woven, classic finish, eco-friendly",14740,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Brass Idol,Brass,Decor,Punjab,70x53x17,4013,"durable, woven, sustainable",11887,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Idol
Banarasi Silk Saree,Cane,Festive Item,Kerala,11x23x40,3524,"hand-painted, lacquered, durable",7678,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Hand-painted Kettle,Bamboo,Stationery,Chhattisgarh,36x73x33,618,"minimal design, cultural, boho style",3703,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Blue Pottery Plate,Leather,Spiritual Item,Delhi,93x38x49,4303,"traditional, classic finish, artisan made",10776,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Madhubani Painting,Leather,Wall Art,Madhya Pradesh,34x67x60,1204,"woven, tribal, cultural",8432,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Tribal Art Mask,Paper Mache,Accessories,Chhattisgarh,56x46x8,4041,"unique design, premium, cultural",10242,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Handmade Diary,Paper Mache,Bags,Odisha,58x100x11,2757,"cultural, handcrafted, heritage craft",12079,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Cane Chair Miniature,Cotton,Decor,Haryana,75x96x25,2614,"natural dyes, traditional, heritage craft",6078,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Kolhapuri Chappal,Bamboo,Accessories,West Bengal,46x13x56,1587,"unique design, handcrafted, vibrant",13070,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Handcrafted Wind Chime,Canvas,Furniture Miniature,Bihar,61x12x37,556,"boho style, handcrafted, artisan made",12101,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
